chromosome	start	end	length	SV
Chr2	3890429	3890656	227	DUP
Chr2	3890847	3891309	462	DUP
Chr2	3891520	3895983	4463	TL
Chr2	3668894	3669000	106	INS
Chr2	3904387	3914774	10387	DUP
Chr2	3906159	3907789	1630	TL
Chr2	3906575	3907792	1217	DUP
Chr2	3907862	3917003	9141	DUP
Chr2	3672155	3672206	51	INS
Chr2	3945195	3945369	174	INV
Chr2	3718744	3718794	50	INS
Chr2	3949283	3956449	7166	DUP
Chr2	3737517	3737570	53	INS
Chr2	3949357	3950896	1539	DUP
Chr2	3950689	3950977	288	DUP
Chr2	3963211	3963502	291	DUP
Chr2	3744614	3744957	343	INS
Chr2	3976138	3976314	176	DEL
Chr2	3965162	3966305	1143	DUP
Chr2	3969872	3970029	157	DUP
Chr2	3971187	3972958	1771	DUP
Chr2	3836075	3836126	51	INS
Chr2	4084162	4084263	101	DEL
Chr2	4096930	4098078	1148	DEL
Chr2	4100037	4100603	566	DEL
Chr2	4108935	4109008	73	DEL
Chr2	4025413	4025967	554	DUP
Chr2	4050985	4055185	4200	DUP
Chr2	4077873	4079301	1428	DUP
Chr2	4130301	4130561	260	DUP
Chr2	4130301	4130561	260	DUP
Chr2	4130301	4130561	260	DUP
Chr2	4132950	4133333	383	DUP
Chr2	3931808	3932899	1091	INS
Chr2	4155300	4155754	454	DEL
Chr2	3962028	3962080	52	INS
Chr2	4187716	4191193	3477	DEL
Chr2	4169556	4170365	809	DUP
Chr2	4171311	4173026	1715	DUP
Chr2	4186080	4187719	1639	DUP
Chr2	4193132	4194756	1624	DUP
Chr2	4197160	4200508	3348	DUP
Chr2	4203336	4204630	1294	DUP
Chr2	4000563	4000613	50	INS
Chr2	4217156	4218905	1749	DUP
Chr2	4217157	4217592	435	DUP
Chr2	4218906	4220770	1864	DUP
Chr2	4221454	4221804	350	DUP
Chr2	4221455	4227718	6263	TL
Chr1	24094918	24094990	72	INS
Chr1	24100286	24100358	72	INS
Chr2	4227248	4227719	471	DUP
Chr2	4230319	4230481	162	DUP
Chr2	4236657	4238004	1347	DUP
Chr2	4236658	4244396	7738	TL
Chr2	4239628	4244397	4769	TL
Chr2	4243051	4244396	1345	DUP
Chr2	4244987	4245289	302	DEL
Chr2	4030937	4030995	58	INS
Chr2	4035454	4036087	633	INS
Chr2	4059594	4059713	119	INS
Chr2	4302088	4302189	101	DEL
Chr2	4265050	4267477	2427	DUP
Chr2	4280917	4282081	1164	DUP
Chr2	4288529	4292508	3979	DUP
Chr2	4118913	4122162	3249	INS
Chr2	4350266	4351122	856	DUP
Chr2	4351534	4352611	1077	TL
Chr2	4352607	4353559	952	DUP
Chr2	4354799	4355668	869	TL
Chr2	4356025	4356246	221	DUP
Chr2	4358551	4371553	13002	INV
Chr2	4359312	4359745	433	DUP
Chr2	4370211	4371335	1124	DUP
Chr2	4371890	4372207	317	DEL
Chr2	4379827	4385855	6028	TL
Chr2	4385854	4386846	992	DUP
Chr2	4386304	4393580	7276	DUP
Chr2	4393581	4394312	731	DUP
Chr2	4394312	4394958	646	DUP
Chr2	4394706	4395216	510	DUP
Chr2	4395113	4395766	653	TL
Chr2	4395504	4396804	1300	TL
Chr2	4398389	4399625	1236	DUP
Chr2	4402309	4402821	512	DUP
Chr2	4402320	4404218	1898	TL
Chr2	4404335	4404686	351	DUP
Chr2	4404685	4407932	3247	DUP
Chr2	4407949	4409255	1306	DUP
Chr2	4432280	4432732	452	DUP
Chr2	4442272	4444374	2102	DUP
Chr2	4450979	4451111	132	TL
Chr2	4461786	4462722	936	DUP
Chr2	4463342	4463604	262	DUP
Chr2	4464564	4464811	247	DUP
Chr2	4471815	4472301	486	DUP
Chr2	4473476	4474393	917	DUP
Chr2	4474422	4474915	493	DUP
Chr2	4474933	4476281	1348	TL
Chr2	4484698	4484934	236	DUP
Chr2	4484974	4485350	376	DUP
Chr2	4485428	4485639	211	DUP
Chr2	4486321	4487460	1139	DUP
Chr2	4496850	4499406	2556	DUP
Chr2	4513698	4516445	2747	DUP
Chr2	4515093	4515442	349	DUP
Chr2	4522265	4522545	280	TL
Chr2	4384714	4385004	290	INS
Chr2	4405365	4405449	84	INS
Chr2	4542372	4542873	501	DUP
Chr2	4558526	4563161	4635	DUP
Chr2	4558526	4566131	7605	DUP
Chr2	4558532	4565544	7012	DUP
Chr2	4570818	4571960	1142	DUP
Chr2	4575184	4579115	3931	DUP
Chr2	4596291	4597823	1532	DUP
Chr2	4604975	4607976	3001	DUP
Chr2	4604977	4607976	2999	DUP
Chr2	4626814	4633468	6654	TL
Chr2	4630517	4633468	2951	DUP
Chr2	4634495	4635409	914	DUP
Chr2	4635952	4641363	5411	DUP
Chr2	4641441	4642675	1234	TL
Chr2	4642713	4643579	866	DUP
Chr2	4650312	4650429	117	DUP
Chr2	4656505	4657429	924	DEL
Chr2	4456439	4458328	1889	INS
Chr2	4483803	4483856	53	INS
Chr2	4652257	4654208	1951	DUP
Chr2	4688512	4689870	1358	DUP
Chr2	4703841	4706588	2747	DUP
Chr2	4720651	4721299	648	DUP
Chr2	4722777	4723841	1064	DUP
Chr2	4723843	4724270	427	TL
Chr2	4729356	4730361	1005	DUP
Chr2	4731298	4732460	1162	DUP
Chr2	4733697	4733825	128	DUP
Chr2	4734283	4734387	104	DEL
Chr2	4737970	4738049	79	DEL
Chr2	4600559	4600609	50	INS
Chr2	4812444	4812512	68	DEL
Chr2	4617225	4618194	969	INS
Chr2	4618529	4619454	925	INS
Chr2	4759872	4768663	8791	DUP
Chr2	4778041	4779466	1425	DUP
Chr2	4833067	4833620	553	DUP
Chr2	4838482	4843415	4933	DUP
Chr2	4840923	4843972	3049	DUP
Chr2	4840923	4848339	7416	DUP
Chr2	4844213	4845320	1107	DUP
Chr2	4847201	4848498	1297	DUP
Chr2	4858968	4859018	50	DEL
Chr2	4861927	4869090	7163	DUP
Chr2	4873130	4888044	14914	DUP
Chr2	4880282	4881564	1282	DUP
Chr2	4881647	4888048	6401	DUP
Chr2	4889268	4890063	795	DUP
Chr2	4891803	4893550	1747	DUP
Chr2	4893726	4894589	863	DUP
Chr2	4900011	4900802	791	DUP
Chr2	4900801	4909281	8480	TL
Chr2	4909282	4910296	1014	DUP
Chr2	4910296	4919080	8784	DUP
Chr2	4910297	4913890	3593	TL
Chr2	4912568	4919080	6512	TL
Chr2	4678059	4679717	1658	INS
Chr2	4925178	4927858	2680	DUP
Chr2	4925182	4930576	5394	DUP
Chr2	4930972	4933934	2962	DUP
Chr2	4934507	4935978	1471	DUP
Chr2	4934507	4936160	1653	DUP
Chr2	4936154	4936789	635	DUP
Chr2	4936575	4937269	694	DUP
Chr2	4937271	4937525	254	DUP
Chr2	4947647	4948280	633	DUP
Chr2	4948699	4959161	10462	TL
Chr2	4962606	4963319	713	DUP
Chr2	4965658	4966525	867	DUP
Chr2	4707460	4707583	123	INS
Chr2	4708742	4708810	68	INS
Chr2	4978988	4979059	71	DEL
Chr2	4978567	4983460	4893	DUP
Chr2	4725302	4726249	947	INS
Chr2	5029275	5029491	216	DUP
Chr2	5029290	5029784	494	DUP
Chr2	5037751	5038311	560	DUP
Chr2	4773752	4773973	221	INS
Chr2	5040994	5041670	676	DUP
Chr2	5042505	5044256	1751	DUP
Chr2	4810155	4811389	1234	INS
Chr2	4844661	4845373	712	INS
Chr2	5060425	5060893	468	DUP
Chr2	5084963	5086637	1674	DUP
Chr2	5084964	5090157	5193	DUP
Chr2	5087751	5094540	6789	DUP
Chr2	5092181	5092650	469	DUP
Chr2	5092565	5092973	408	DUP
Chr2	5092568	5097935	5367	DUP
Chr2	5093230	5095487	2257	DUP
Chr2	5096001	5096447	446	DUP
Chr2	5107722	5107873	151	DUP
Chr2	5110283	5111551	1268	DUP
Chr2	5126646	5128835	2189	TL
Chr2	5127106	5128835	1729	DUP
Chr2	5128001	5128824	823	DUP
Chr2	5128234	5129522	1288	DUP
Chr2	5129524	5130135	611	DUP
Chr2	5130588	5131604	1016	DUP
Chr2	5143389	5143541	152	DEL
Chr2	4873454	4873559	105	INS
Chr2	5159619	5159908	289	DEL
Chr2	5185832	5185897	65	DEL
Chr2	5144473	5144856	383	DUP
Chr2	5144474	5145648	1174	DUP
Chr2	5154626	5158894	4268	DUP
Chr2	5190743	5200181	9438	DUP
Chr2	5193705	5213888	20183	DUP
Chr2	5204082	5213884	9802	TL
Chr2	4925380	4925435	55	INS
Chr2	5223224	5223941	717	DUP
Chr2	5223937	5225722	1785	DUP
Chr2	5226027	5229171	3144	DUP
Chr2	5229167	5230944	1777	DUP
Chr2	4933805	4933871	66	INS
Chr2	5235129	5237978	2849	DUP
Chr2	5237984	5238319	335	DUP
Chr2	5249856	5250079	223	DUP
Chr2	5250080	5250386	306	DUP
Chr2	5250580	5251891	1311	DUP
Chr2	5252445	5253524	1079	TL
Chr2	5253135	5255999	2864	DUP
Chr2	5253786	5256711	2925	DUP
Chr2	5256709	5259441	2732	DUP
Chr2	5258380	5259441	1061	DUP
Chr2	5259438	5260105	667	DUP
Chr2	5260100	5260868	768	DUP
Chr2	5260178	5261063	885	DUP
Chr2	5261031	5262162	1131	DUP
Chr2	5262259	5262438	179	DUP
Chr2	5264258	5264761	503	DUP
Chr2	5265057	5266172	1115	DUP
Chr2	5266206	5266873	667	DUP
Chr2	5266868	5267512	644	DUP
Chr2	5267799	5268928	1129	DUP
Chr2	5269025	5269204	179	DUP
Chr2	5270983	5271486	503	DUP
Chr2	5271782	5272895	1113	DUP
Chr2	5272929	5273596	667	DUP
Chr2	5273591	5274359	768	DUP
Chr2	5273669	5274554	885	DUP
Chr2	5274522	5275651	1129	DUP
Chr2	5275748	5275927	179	DUP
Chr2	4948441	4950452	2011	INS
Chr2	5306367	5306607	240	DUP
Chr2	5307257	5307556	299	DUP
Chr2	5307553	5308566	1013	TL
Chr2	5308203	5312829	4626	DUP
Chr2	5331408	5331918	510	DUP
Chr2	5343387	5346285	2898	DUP
Chr2	5348125	5350194	2069	DUP
Chr2	5348589	5349968	1379	DUP
Chr2	5353714	5354814	1100	DUP
Chr2	5362147	5362658	511	DUP
Chr2	5363309	5364069	760	DUP
Chr2	5366401	5367815	1414	TL
Chr2	5367815	5368466	651	DUP
Chr2	5370551	5371885	1334	DUP
Chr2	5372507	5374689	2182	DUP
Chr2	5394708	5395518	810	DUP
Chr2	5395524	5399646	4122	DUP
Chr2	5058716	5058808	92	INS
Chr2	5401371	5401915	544	DEL
Chr2	5419585	5420254	669	DEL
Chr2	5412255	5415729	3474	DUP
Chr2	5426503	5427104	601	DUP
Chr2	5440527	5444575	4048	DUP
Chr2	5451755	5452773	1018	DUP
Chr2	5452773	5454008	1235	DUP
Chr2	5466899	5466979	80	DEL
Chr2	5464923	5467004	2081	DUP
Chr2	5464923	5467005	2082	DUP
Chr2	5479206	5481187	1981	DUP
Chr2	5481185	5481678	493	DUP
Chr2	5482331	5484700	2369	DUP
Chr2	5483350	5486321	2971	DUP
Chr2	5488329	5489529	1200	DUP
Chr2	5490160	5490467	307	DUP
Chr2	5491268	5496081	4813	TL
Chr2	5491835	5495587	3752	DUP
Chr2	5492166	5495111	2945	DUP
Chr2	5494497	5495111	614	DUP
Chr2	5494899	5496082	1183	DUP
Chr2	5523654	5527603	3949	DUP
Chr2	5527710	5528654	944	DUP
Chr2	5296512	5296585	73	INS
Chr2	5557355	5558208	853	TL
Chr2	5559024	5565095	6071	DUP
Chr2	5563933	5565095	1162	DUP
Chr2	5565096	5572058	6962	DUP
Chr2	5568345	5572058	3713	DUP
Chr2	5569070	5573324	4254	DUP
Chr2	5572668	5577226	4558	DUP
Chr2	5573652	5577284	3632	DUP
Chr2	5575930	5576353	423	DUP
Chr2	5577279	5577645	366	DUP
Chr2	5577645	5577983	338	DUP
Chr2	5577940	5578970	1030	DUP
Chr2	5578488	5578989	501	TL
Chr2	5578990	5579925	935	DUP
Chr2	5313774	5313842	68	INS
Chr2	5598408	5605829	7421	TL
Chr2	5606130	5606387	257	TL
Chr2	5607444	5607998	554	DUP
Chr2	5607990	5608592	602	DUP
Chr2	5612713	5612784	71	DEL
Chr2	5338021	5338074	53	INS
Chr2	5344750	5344960	210	INS
Chr2	5631841	5635402	3561	DEL
Chr2	5645642	5645997	355	DUP
Chr2	5381854	5381911	57	INS
Chr2	5656880	5657972	1092	DUP
Chr2	5658121	5658542	421	DUP
Chr2	5658634	5659140	506	DUP
Chr2	5659814	5660074	260	DUP
Chr2	5670143	5670868	725	DUP
Chr2	5685954	5687324	1370	DUP
Chr2	5710550	5710675	125	DEL
Chr2	5726235	5727384	1149	DUP
Chr2	5739543	5739720	177	DUP
Chr2	5739850	5740544	694	DUP
Chr2	5740788	5741402	614	TL
Chr2	5742683	5742739	56	DEL
Chr2	5751632	5752356	724	DUP
Chr2	5751638	5752354	716	TL
Chr2	5761304	5761581	277	DUP
Chr2	5761350	5762009	659	TL
Chr2	5761363	5761590	227	DUP
Chr2	5557357	5557982	625	INS
Chr2	5786739	5787729	990	DUP
Chr2	5800856	5802061	1205	DUP
Chr2	5572947	5573048	101	INS
Chr2	5807652	5808800	1148	DUP
Chr2	5808570	5809685	1115	DUP
Chr2	5809681	5812386	2705	DUP
Chr2	5812314	5814636	2322	DUP
Chr2	5814400	5814891	491	DUP
Chr2	5814890	5815065	175	DUP
Chr2	5818824	5821968	3144	DUP
Chr2	5822231	5822425	194	DUP
Chr2	5822423	5823096	673	DUP
Chr2	5825705	5827685	1980	TL
Chr2	5827710	5828564	854	TL
Chr2	5828565	5829387	822	TL
Chr2	5829388	5830255	867	TL
Chr2	5830735	5831289	554	TL
Chr2	5833729	5835081	1352	DUP
Chr2	5836746	5837565	819	DUP
Chr2	5840803	5841129	326	TL
Chr2	5841111	5842654	1543	DUP
Chr2	5842654	5843961	1307	DUP
Chr2	5843961	5844527	566	DUP
Chr2	5846256	5846816	560	TL
Chr2	5846256	5851427	5171	DUP
Chr2	5851021	5851424	403	TL
Chr2	5852422	5857428	5006	DEL
Chr2	5600949	5601324	375	INS
Chr2	5851500	5852421	921	DUP
Chr2	5869425	5869810	385	TL
Chr2	5870600	5872085	1485	DUP
Chr2	5874340	5874573	233	DEL
Chr2	5876623	5879355	2732	DUP
Chr2	5886633	5887489	856	DUP
Chr2	5888008	5900131	12123	TL
Chr2	5888793	5900125	11332	DUP
Chr2	5889484	5889718	234	DUP
Chr2	5889484	5889724	240	DUP
Chr2	5889484	5889724	240	DUP
Chr2	5889491	5889724	233	DUP
Chr2	5924085	5924334	249	INV
Chr2	5947085	5948919	1834	DUP
Chr2	5974447	5975189	742	DUP
Chr2	5986558	5988963	2405	DUP
Chr2	5987506	5990329	2823	DUP
Chr2	5994708	5995870	1162	DUP
Chr2	5995808	5996552	744	DUP
Chr2	6002272	6002378	106	DUP
Chr2	6002363	6002466	103	DUP
Chr2	6045420	6047337	1917	DUP
Chr2	6077778	6078164	386	DEL
Chr2	6057368	6057534	166	DUP
Chr2	6068772	6070022	1250	DUP
Chr2	6079439	6082195	2756	DUP
Chr2	6084088	6084458	370	DUP
Chr2	6099529	6100232	703	TL
Chr2	6100231	6100607	376	TL
Chr2	6100231	6100823	592	DUP
Chr2	6100732	6101214	482	DUP
Chr2	6101375	6102253	878	DUP
Chr2	6101375	6102253	878	DUP
Chr2	6101803	6102735	932	DUP
Chr2	6103187	6105503	2316	DUP
Chr2	6113206	6121511	8305	TL
Chr2	6115898	6124617	8719	TL
Chr2	6124243	6124745	502	DUP
Chr2	6128815	6130916	2101	TL
Chr2	6138787	6139070	283	DUP
Chr2	6140599	6140969	370	DUP
Chr2	5908112	5908479	367	INS
Chr2	6150414	6150481	67	DEL
Chr2	6168663	6175236	6573	DUP
Chr2	6171008	6175236	4228	DUP
Chr2	6176090	6176917	827	DUP
Chr2	6177181	6178156	975	DUP
Chr2	6177186	6178158	972	DUP
Chr2	6199747	6200085	338	DUP
Chr2	6205625	6206595	970	DUP
Chr2	6206592	6207154	562	TL
Chr2	6208258	6208507	249	DUP
Chr2	6248627	6248905	278	DUP
Chr2	6248899	6249188	289	DUP
Chr2	6249661	6250107	446	DUP
Chr2	6250107	6250347	240	DUP
Chr2	6261944	6263205	1261	TL
Chr2	6263279	6263480	201	TL
Chr2	6263310	6264442	1132	DUP
Chr2	6264210	6265323	1113	DUP
Chr2	6265322	6268799	3477	TL
Chr2	6268935	6270939	2004	DUP
Chr2	6269795	6271103	1308	DUP
Chr2	6297206	6297711	505	DUP
Chr2	6297710	6297988	278	DUP
Chr2	6342891	6342943	52	DEL
Chr2	6208801	6209301	500	INS
Chr2	6377690	6377783	93	DEL
Chr2	6316819	6318088	1269	DUP
Chr2	6317358	6318092	734	DUP
Chr2	6350257	6350880	623	DUP
Chr2	6382743	6384036	1293	DUP
Chr2	6411149	6412152	1003	DUP
Chr2	6415556	6417299	1743	DUP
Chr2	6415556	6417299	1743	TL
Chr2	6422230	6427296	5066	DUP
Chr2	6446171	6446232	61	DEL
Chr2	6457326	6466602	9276	DUP
Chr2	6458739	6465397	6658	TL
Chr2	6474608	6480213	5605	DUP
Chr2	6319568	6319685	117	INS
Chr2	6508871	6510921	2050	TL
Chr2	6537774	6537965	191	DEL
Chr2	6549800	6558295	8495	TL
Chr2	6552000	6552570	570	DEL
Chr2	6554661	6555176	515	DEL
Chr2	6558387	6558725	338	DUP
Chr2	6558725	6559092	367	DUP
Chr2	6566208	6572625	6417	DUP
Chr2	6572620	6577381	4761	DUP
Chr2	6579574	6583355	3781	TL
Chr2	6582012	6582305	293	DUP
Chr2	6583355	6584260	905	DUP
Chr2	6583355	6584261	906	DUP
Chr2	6588130	6591371	3241	DUP
Chr2	6592367	6593430	1063	DUP
Chr2	6592370	6606019	13649	DUP
Chr2	6603789	6606228	2439	TL
Chr2	6605023	6607860	2837	TL
Chr2	6607255	6607872	617	TL
Chr2	6634642	6634890	248	DEL
Chr2	6645501	6647105	1604	DUP
Chr2	6657492	6658465	973	DUP
Chr2	6659111	6659507	396	DUP
Chr2	6659595	6660669	1074	DUP
Chr2	6661546	6661945	399	DUP
Chr2	6661972	6662849	877	DUP
Chr2	6662925	6663079	154	DUP
Chr2	6663080	6664122	1042	DUP
Chr2	6464815	6465170	355	INS
Chr2	6678445	6680829	2384	DUP
Chr2	6682172	6683082	910	TL
Chr2	6684255	6684609	354	DUP
Chr2	6712510	6712583	73	DEL
Chr2	6717298	6717720	422	DUP
Chr2	6717689	6728784	11095	TL
Chr2	6728348	6728761	413	DUP
Chr2	6729795	6730075	280	DUP
Chr2	6747736	6747804	68	DEL
Chr2	6803425	6804381	956	DUP
Chr2	6819006	6823730	4724	DUP
Chr2	6819006	6823730	4724	DUP
Chr2	6819006	6823731	4725	TL
Chr2	6819033	6823731	4698	DUP
Chr2	6609677	6609729	52	INS
Chr2	6837286	6843313	6027	DUP
Chr2	6852657	6855037	2380	TL
Chr2	6852665	6853070	405	DUP
Chr2	6862822	6863719	897	DUP
Chr2	6901190	6901391	201	DUP
Chr2	6901395	6901922	527	DUP
Chr2	6911288	6914586	3298	DUP
Chr2	6944187	6945264	1077	DUP
Chr2	6946154	6946585	431	DUP
Chr2	6958614	6958817	203	TL
Chr2	6728359	6728712	353	INS
Chr2	7005701	7008363	2662	TL
Chr2	7008403	7019898	11495	DUP
Chr2	7008407	7008917	510	TL
Chr2	7013682	7019895	6213	TL
Chr2	7029675	7031416	1741	DUP
Chr2	7053185	7054712	1527	TL
Chr2	7056748	7057155	407	DEL
Chr2	7071589	7072223	634	DEL
Chr2	7077448	7079501	2053	DUP
Chr2	7155510	7156184	674	DUP
Chr2	7169168	7169524	356	DUP
Chr2	7175114	7176724	1610	DUP
Chr2	7176740	7177520	780	DUP
Chr2	7178423	7179015	592	DUP
Chr2	7182945	7183772	827	DUP
Chr2	7190935	7191156	221	DUP
Chr2	7206989	7207503	514	DUP
Chr2	7246558	7247042	484	TL
Chr2	7249316	7250528	1212	DUP
Chr2	7289217	7291674	2457	DUP
Chr2	7292888	7295601	2713	DUP
Chr2	7300243	7300588	345	DUP
Chr2	7308648	7309139	491	DEL
Chr2	7340381	7340954	573	DUP
Chr2	7167414	7167534	120	INS
Chr2	7416615	7417235	620	DEL
Chr2	7418742	7419424	682	DUP
Chr2	7220744	7220886	142	INS
Chr2	7441827	7442657	830	DUP
Chr2	7536905	7536981	76	DEL
Chr2	7566549	7567625	1076	DUP
Chr2	7581443	7584141	2698	TL
Chr2	7444589	7444657	68	INS
Chr2	7460497	7460668	171	INS
Chr2	7680640	7680888	248	TL
Chr2	7680642	7680890	248	DUP
Chr2	7718829	7719027	198	DEL
Chr2	7526406	7526555	149	INS
Chr2	7751402	7751459	57	DEL
Chr2	7856135	7856724	589	DUP
Chr2	7861185	7861658	473	DUP
Chr2	7662374	7662433	59	INS
Chr2	7883868	7884060	192	DEL
Chr2	7906037	7906792	755	TL
Chr2	7919755	7919906	151	DEL
Chr2	7965604	7965663	59	DEL
Chr2	7787531	7787598	67	INS
Chr2	8068507	8068645	138	DEL
Chr2	8078290	8078352	62	DEL
Chr2	8166785	8166966	181	DEL
Chr2	7956092	7956370	278	DUP
Chr2	7956092	7956448	356	DUP
Chr2	7959807	7960011	204	DUP
Chr2	7960871	7961562	691	DUP
Chr2	8045694	8046271	577	DUP
Chr2	8045989	8046263	274	DUP
Chr2	8102688	8103476	788	DUP
Chr2	8172835	8173700	865	DUP
Chr2	8172835	8173700	865	DUP
Chr2	8236256	8237423	1167	DUP
Chr2	8236261	8237399	1138	TL
Chr2	8076710	8076987	277	INS
Chr2	8299144	8299337	193	DEL
Chr2	8348984	8349263	279	DUP
Chr2	8148988	8149070	82	INS
Chr2	8379698	8382472	2774	DUP
Chr2	8388780	8388836	56	DEL
Chr2	8410151	8410207	56	DEL
Chr2	8231844	8231973	129	INS
Chr2	8236127	8236177	50	INS
Chr2	8479940	8480693	753	DUP
Chr2	8339230	8339382	152	INS
Chr2	8561831	8567009	5178	TL
Chr2	8447675	8447961	286	INS
Chr2	8779043	8779120	77	DEL
Chr2	8596708	8596788	80	INS
Chr2	8815828	8816040	212	DUP
Chr2	8816056	8820886	4830	TL
Chr2	8820886	8821469	583	DUP
Chr2	8866890	8866940	50	DEL
Chr2	8854364	8855273	909	DUP
Chr2	8884087	8884620	533	DUP
Chr2	8888040	8888353	313	DUP
Chr2	8893536	8895166	1630	DUP
Chr2	8907450	8908008	558	TL
Chr2	8914222	8914529	307	DUP
Chr2	8914537	8914842	305	DUP
Chr2	8914850	8915157	307	DUP
Chr2	8915165	8915472	307	DUP
Chr2	8915480	8915786	306	DUP
Chr2	8915796	8916101	305	DUP
Chr2	8916109	8916416	307	DUP
Chr2	8916424	8916728	304	DUP
Chr2	8916736	8917043	307	DUP
Chr2	9022899	9025543	2644	DUP
Chr2	9026021	9026421	400	DUP
Chr2	9026421	9027205	784	TL
Chr2	9029806	9030675	869	TL
Chr2	9039007	9039270	263	DEL
Chr2	9039604	9039896	292	DUP
Chr2	9055334	9055401	67	DEL
Chr2	9057250	9059625	2375	DUP
Chr2	9063160	9064284	1124	DUP
Chr2	8840459	8840691	232	INS
Chr2	9080240	9080410	170	DUP
Chr2	9091137	9092130	993	TL
Chr2	9121958	9125802	3844	TL
Chr2	9124444	9124499	55	DEL
Chr2	8911079	8911770	691	INS
Chr2	9191652	9192669	1017	DUP
Chr2	9192021	9193714	1693	DUP
Chr2	9262050	9262440	390	TL
Chr2	9262432	9262735	303	DUP
Chr2	9292832	9292899	67	DEL
Chr2	9277868	9278288	420	DUP
Chr2	9312065	9312735	670	TL
Chr2	9317659	9319096	1437	DUP
Chr2	9329293	9329627	334	DUP
Chr2	9196960	9197022	62	INS
Chr2	9492845	9494053	1208	TL
Chr2	9492853	9494054	1201	DUP
Chr2	9542402	9542930	528	DEL
Chr2	9530040	9530253	213	DUP
Chr2	9549060	9549623	563	DUP
Chr2	9549060	9549623	563	DUP
Chr2	9584607	9584807	200	DUP
Chr2	9584811	9585362	551	DUP
Chr2	9594588	9595830	1242	TL
Chr2	9631142	9631428	286	DEL
Chr2	9633543	9633850	307	DUP
Chr2	9634083	9634337	254	DUP
Chr2	9634379	9634725	346	DUP
Chr2	9529384	9529509	125	INS
Chr2	9759685	9761191	1506	DUP
Chr2	9773760	9773815	55	DEL
Chr2	9807810	9808378	568	DUP
Chr2	9859955	9860514	559	DUP
Chr2	9896677	9897271	594	DUP
Chr2	9897267	9897440	173	DUP
Chr2	10001479	10009656	8177	TL
Chr2	10001480	10009648	8168	DUP
Chr2	10001480	10009656	8176	DUP
Chr2	10001480	10009656	8176	DUP
Chr2	10001482	10002914	1432	DUP
Chr2	10001572	10009386	7814	DUP
Chr2	10002548	10009656	7108	DUP
Chr2	10005037	10009652	4615	DUP
Chr2	10037625	10038363	738	DUP
Chr2	10070102	10070964	862	TL
Chr2	10190699	10190837	138	DEL
Chr2	10046413	10046870	457	INS
Chr2	10351572	10351947	375	DUP
Chr2	10266683	10266760	77	INS
Chr2	10462868	10463354	486	DEL
Chr2	10311760	10311820	60	INS
Chr2	10465683	10466215	532	DUP
Chr2	10488231	10491773	3542	TL
Chr2	10488232	10488378	146	DUP
Chr2	10491775	10491915	140	DUP
Chr2	10324709	10328317	3608	INS
Chr2	10516215	10516277	62	DEL
Chr2	10524787	10525548	761	DUP
Chr2	10529684	10530303	619	DUP
Chr2	10530817	10531767	950	DUP
Chr2	10535900	10536744	844	TL
Chr2	10536743	10537784	1041	DUP
Chr2	10565706	10566587	881	DUP
Chr2	10377126	10377197	71	INS
Chr2	10573959	10574142	183	DEL
Chr2	10592181	10594979	2798	DUP
Chr2	10592181	10609116	16935	TL
Chr2	9152929	9152848	81	INS
Chr2	10592185	10609132	16947	DUP
Chr2	10599977	10603307	3330	DUP
Chr2	10623893	10623968	75	DEL
Chr2	10580675	10580787	112	INS
Chr2	10806814	10807551	737	TL
Chr2	10879732	10880246	514	DUP
Chr2	10845082	10845162	80	INS
Chr2	10992861	10993057	196	INS
Chr2	11101136	11101372	236	DUP
Chr2	11266041	11267264	1223	TL
Chr2	11279300	11279401	101	DEL
Chr2	11285262	11287161	1899	DUP
Chr2	11327259	11327899	640	DUP
Chr2	11327266	11328853	1587	DUP
Chr2	11327266	11329053	1787	TL
Chr4	5101037	5100897	140	INS
Chr2	11328465	11328853	388	DUP
Chr2	11397484	11399377	1893	DUP
Chr2	11442562	11443154	592	DUP
Chr2	11590552	11590604	52	DEL
Chr2	11431202	11431254	52	INS
Chr2	11490337	11491282	945	INS
Chr2	11703183	11703485	302	DUP
Chr2	11529305	11529360	55	INS
Chr2	11538009	11538063	54	INS
Chr2	11726029	11726620	591	DUP
Chr2	11768843	11769088	245	DUP
Chr2	11769087	11769203	116	DUP
Chr2	11849550	11850872	1322	DUP
Chr2	11867188	11867759	571	DUP
Chr2	11908879	11909727	848	DUP
Chr2	11982475	11983155	680	DUP
Chr2	11983030	11983952	922	DUP
Chr2	11882587	11882647	60	INS
Chr2	11897020	11897096	76	INS
Chr2	11899706	11899793	87	INS
Chr2	12120300	12120353	53	DEL
Chr2	12149582	12150035	453	DEL
Chr2	12156870	12157241	371	DEL
Chr2	12272811	12273146	335	DEL
Chr2	12296267	12296319	52	DEL
Chr2	12088121	12088328	207	INS
Chr2	12305381	12305522	141	DUP
Chr2	12309905	12310248	343	TL
Chr2	12359887	12360263	376	DEL
Chr2	12348719	12350162	1443	DUP
Chr2	12434338	12434446	108	DEL
Chr2	12236937	12237347	410	INS
Chr2	12539440	12541817	2377	DUP
Chr2	12554034	12555223	1189	TL
Chr2	12555292	12556205	913	TL
Chr2	12555423	12556144	721	DUP
Chr2	12566154	12578422	12268	DUP
Chr2	12443618	12443760	142	INS
Chr2	12657523	12657587	64	DEL
Chr2	12501123	12501215	92	INS
Chr2	12717056	12717280	224	DUP
